('a5a4', 'c7c5', 'a4a3', 'c5b4')
('b4a4', 'c7c5', 'b5b6', 'd6d5')
('b4a4', 'c7c5', 'b5b6', 'h4g3')
('b4a4', 'c7c5', 'b5b6', 'h4g4')
('b4a4', 'c7c5', 'b5b6', 'h4g5')
('b4a4', 'c7c5', 'b5b6', 'h5d5')
('b4a4', 'c7c5', 'b5b6', 'h5e5')
('b4a4', 'c7c5', 'b5b6', 'h5f5')
('b4a4', 'c7c5', 'b5b6', 'h5g5')
('b4a4', 'c7c5', 'b5b6', 'h5h6')
('b4a4', 'c7c5', 'b5b6', 'h5h7')
('b4a4', 'c7c5', 'b5b6', 'h5h8')
('b4a4', 'c7c5', 'e2e3', 'c5c4')
('b4a4', 'c7c5', 'e2e3', 'd6d5')
('b4a4', 'c7c5', 'e2e3', 'h4g3')
('b4a4', 'c7c5', 'e2e3', 'h4g4')
('b4a4', 'c7c5', 'e2e3', 'h4g5')
('b4a4', 'c7c5', 'e2e3', 'h5d5')
('b4a4', 'c7c5', 'e2e3', 'h5e5')
('b4a4', 'c7c5', 'e2e3', 'h5f5')
('b4a4', 'c7c5', 'e2e3', 'h5g5')
('b4a4', 'c7c5', 'e2e3', 'h5h6')
('b4a4', 'c7c5', 'e2e3', 'h5h7')
('b4a4', 'c7c5', 'e2e3', 'h5h8')
('b4a4', 'c7c5', 'e2e4', 'c5c4')
('b4a4', 'c7c5', 'e2e4', 'd6d5')
('b4a4', 'c7c5', 'e2e4', 'f4f3')
('b4a4', 'c7c5', 'e2e4', 'h4g3')
('b4a4', 'c7c5', 'e2e4', 'h4g4')
('b4a4', 'c7c5', 'e2e4', 'h4g5')
('b4a4', 'c7c5', 'e2e4', 'h5d5')
('b4a4', 'c7c5', 'e2e4', 'h5e5')
('b4a4', 'c7c5', 'e2e4', 'h5f5')
('b4a4', 'c7c5', 'e2e4', 'h5g5')
('b4a4', 'c7c5', 'e2e4', 'h5h6')
('b4a4', 'c7c5', 'e2e4', 'h5h7')
('b4a4', 'c7c5', 'e2e4', 'h5h8')
('b4a4', 'c7c5', 'g2g3', 'h4g3')
('b4a4', 'c7c5', 'g2g3', 'h4g4')
('b4a4', 'c7c5', 'g2g3', 'h4g5')
('b4a4', 'c7c5', 'g2g3', 'h4h3')
('b4a4', 'c7c5', 'g2g4', 'c5c4')
('b4a4', 'c7c5', 'g2g4', 'd6d5')
('b4a4', 'c7c5', 'g2g4', 'f4f3')
('b4a4', 'c7c5', 'g2g4', 'h4g3')
('b4a4', 'c7c5', 'g2g4', 'h4g4')
('b4a4', 'c7c5', 'g2g4', 'h4g5')
('b4a4', 'c7c5', 'g2g4', 'h4h3')
('b4a4', 'c7c5', 'g2g4', 'h5d5')
('b4a4', 'c7c5', 'g2g4', 'h5e5')
('b4a4', 'c7c5', 'g2g4', 'h5f5')
('b4a4', 'c7c5', 'g2g4', 'h5g5')
('b4a4', 'c7c5', 'g2g4', 'h5h6')
('b4a4', 'c7c5', 'g2g4', 'h5h7')
('b4a4', 'c7c5', 'g2g4', 'h5h8')
('b4a4', 'c7c6', 'a4a1', 'c6b5')
('b4a4', 'c7c6', 'a4a1', 'c6c5')
('b4a4', 'c7c6', 'a4a1', 'd6d5')
('b4a4', 'c7c6', 'a4a1', 'f4f3')
('b4a4', 'c7c6', 'a4a1', 'h4g3')
('b4a4', 'c7c6', 'a4a1', 'h4g4')
('b4a4', 'c7c6', 'a4a1', 'h4g5')
('b4a4', 'c7c6', 'a4a1', 'h5b5')
('b4a4', 'c7c6', 'a4a1', 'h5c5')
('b4a4', 'c7c6', 'a4a1', 'h5d5')
('b4a4', 'c7c6', 'a4a1', 'h5e5')
('b4a4', 'c7c6', 'a4a1', 'h5f5')
('b4a4', 'c7c6', 'a4a1', 'h5g5')
('b4a4', 'c7c6', 'a4a1', 'h5h6')
('b4a4', 'c7c6', 'a4a1', 'h5h7')
('b4a4', 'c7c6', 'a4a1', 'h5h8')
('b4a4', 'c7c6', 'a4a2', 'c6b5')
('b4a4', 'c7c6', 'a4a2', 'c6c5')
('b4a4', 'c7c6', 'a4a2', 'd6d5')
('b4a4', 'c7c6', 'a4a2', 'f4f3')
('b4a4', 'c7c6', 'a4a2', 'h4g3')
('b4a4', 'c7c6', 'a4a2', 'h4g4')
('b4a4', 'c7c6', 'a4a2', 'h4g5')
('b4a4', 'c7c6', 'a4a2', 'h5b5')
('b4a4', 'c7c6', 'a4a2', 'h5c5')
('b4a4', 'c7c6', 'a4a2', 'h5d5')
('b4a4', 'c7c6', 'a4a2', 'h5e5')
('b4a4', 'c7c6', 'a4a2', 'h5f5')
('b4a4', 'c7c6', 'a4a2', 'h5g5')
('b4a4', 'c7c6', 'a4a2', 'h5h6')
('b4a4', 'c7c6', 'a4a2', 'h5h7')
('b4a4', 'c7c6', 'a4a2', 'h5h8')
('b4a4', 'c7c6', 'a4a3', 'c6b5')
('b4a4', 'c7c6', 'a4a3', 'c6c5')
('b4a4', 'c7c6', 'a4a3', 'd6d5')
('b4a4', 'c7c6', 'a4a3', 'f4f3')
('b4a4', 'c7c6', 'a4a3', 'h4g4')
('b4a4', 'c7c6', 'a4a3', 'h4g5')
('b4a4', 'c7c6', 'a4a3', 'h5b5')
('b4a4', 'c7c6', 'a4a3', 'h5c5')
('b4a4', 'c7c6', 'a4a3', 'h5d5')
('b4a4', 'c7c6', 'a4a3', 'h5e5')
('b4a4', 'c7c6', 'a4a3', 'h5f5')
('b4a4', 'c7c6', 'a4a3', 'h5g5')
('b4a4', 'c7c6', 'a4a3', 'h5h6')
('b4a4', 'c7c6', 'a4a3', 'h5h7')
('b4a4', 'c7c6', 'a4a3', 'h5h8')
('b4a4', 'c7c6', 'a4b4', 'c6b5')
('b4a4', 'c7c6', 'a4b4', 'c6c5')
('b4a4', 'c7c6', 'a4b4', 'd6d5')
('b4a4', 'c7c6', 'a4b4', 'h4g3')
('b4a4', 'c7c6', 'a4b4', 'h4g4')
('b4a4', 'c7c6', 'a4b4', 'h4g5')
('b4a4', 'c7c6', 'a4b4', 'h5b5')
('b4a4', 'c7c6', 'a4b4', 'h5c5')
('b4a4', 'c7c6', 'a4b4', 'h5d5')
('b4a4', 'c7c6', 'a4b4', 'h5e5')
('b4a4', 'c7c6', 'a4b4', 'h5f5')
('b4a4', 'c7c6', 'a4b4', 'h5g5')
('b4a4', 'c7c6', 'a4b4', 'h5h6')
('b4a4', 'c7c6', 'a4b4', 'h5h7')
('b4a4', 'c7c6', 'a4b4', 'h5h8')
('b4a4', 'c7c6', 'a4c4', 'c6b5')
('b4a4', 'c7c6', 'a4c4', 'c6c5')
('b4a4', 'c7c6', 'a4c4', 'd6d5')
('b4a4', 'c7c6', 'a4c4', 'h4g3')
('b4a4', 'c7c6', 'a4c4', 'h4g4')
('b4a4', 'c7c6', 'a4c4', 'h4g5')
('b4a4', 'c7c6', 'a4c4', 'h5b5')
('b4a4', 'c7c6', 'a4c4', 'h5c5')
('b4a4', 'c7c6', 'a4c4', 'h5d5')
('b4a4', 'c7c6', 'a4c4', 'h5e5')
('b4a4', 'c7c6', 'a4c4', 'h5f5')
('b4a4', 'c7c6', 'a4c4', 'h5g5')
('b4a4', 'c7c6', 'a4c4', 'h5h6')
('b4a4', 'c7c6', 'a4c4', 'h5h7')
('b4a4', 'c7c6', 'a4c4', 'h5h8')
('b4a4', 'c7c6', 'a4d4', 'c6b5')
('b4a4', 'c7c6', 'a4d4', 'c6c5')
('b4a4', 'c7c6', 'a4d4', 'd6d5')
('b4a4', 'c7c6', 'a4d4', 'h4g3')
('b4a4', 'c7c6', 'a4d4', 'h4g4')
('b4a4', 'c7c6', 'a4d4', 'h4g5')
('b4a4', 'c7c6', 'a4d4', 'h5b5')
('b4a4', 'c7c6', 'a4d4', 'h5c5')
('b4a4', 'c7c6', 'a4d4', 'h5d5')
('b4a4', 'c7c6', 'a4d4', 'h5e5')
('b4a4', 'c7c6', 'a4d4', 'h5f5')
('b4a4', 'c7c6', 'a4d4', 'h5g5')
('b4a4', 'c7c6', 'a4d4', 'h5h6')
('b4a4', 'c7c6', 'a4d4', 'h5h7')
('b4a4', 'c7c6', 'a4d4', 'h5h8')
('b4a4', 'c7c6', 'a4e4', 'c6b5')
('b4a4', 'c7c6', 'a4e4', 'c6c5')
('b4a4', 'c7c6', 'a4e4', 'd6d5')
('b4a4', 'c7c6', 'a4e4', 'h4g3')
('b4a4', 'c7c6', 'a4e4', 'h4g4')
('b4a4', 'c7c6', 'a4e4', 'h4g5')
('b4a4', 'c7c6', 'a4e4', 'h5b5')
('b4a4', 'c7c6', 'a4e4', 'h5c5')
('b4a4', 'c7c6', 'a4e4', 'h5d5')
('b4a4', 'c7c6', 'a4e4', 'h5e5')
('b4a4', 'c7c6', 'a4e4', 'h5f5')
('b4a4', 'c7c6', 'a4e4', 'h5g5')
('b4a4', 'c7c6', 'a4e4', 'h5h6')
('b4a4', 'c7c6', 'a4e4', 'h5h7')
('b4a4', 'c7c6', 'a4e4', 'h5h8')
('b4a4', 'c7c6', 'a4f4', 'h4g3')
('b4a4', 'c7c6', 'a4f4', 'h4g5')
('b4a4', 'c7c6', 'a5a6', 'c6b5')
('b4a4', 'c7c6', 'a5a6', 'c6c5')
('b4a4', 'c7c6', 'a5a6', 'd6d5')
('b4a4', 'c7c6', 'a5a6', 'h4g3')
('b4a4', 'c7c6', 'a5a6', 'h4g4')
('b4a4', 'c7c6', 'a5a6', 'h4g5')
('b4a4', 'c7c6', 'a5a6', 'h5b5')
('b4a4', 'c7c6', 'a5a6', 'h5c5')
('b4a4', 'c7c6', 'a5a6', 'h5d5')
('b4a4', 'c7c6', 'a5a6', 'h5e5')
('b4a4', 'c7c6', 'a5a6', 'h5f5')
('b4a4', 'c7c6', 'a5a6', 'h5g5')
('b4a4', 'c7c6', 'a5a6', 'h5h6')
('b4a4', 'c7c6', 'a5a6', 'h5h7')
('b4a4', 'c7c6', 'a5a6', 'h5h8')
('b4a4', 'c7c6', 'a5b4', 'c6b5')
('b4a4', 'c7c6', 'a5b4', 'c6c5')
('b4a4', 'c7c6', 'a5b4', 'd6d5')
('b4a4', 'c7c6', 'a5b4', 'f4f3')
('b4a4', 'c7c6', 'a5b4', 'h4g3')
('b4a4', 'c7c6', 'a5b4', 'h4g4')
('b4a4', 'c7c6', 'a5b4', 'h4g5')
('b4a4', 'c7c6', 'a5b4', 'h5b5')
('b4a4', 'c7c6', 'a5b4', 'h5c5')
('b4a4', 'c7c6', 'a5b4', 'h5d5')
('b4a4', 'c7c6', 'a5b4', 'h5e5')
('b4a4', 'c7c6', 'a5b4', 'h5f5')
('b4a4', 'c7c6', 'a5b4', 'h5g5')
('b4a4', 'c7c6', 'a5b4', 'h5h6')
('b4a4', 'c7c6', 'a5b4', 'h5h7')
('b4a4', 'c7c6', 'a5b4', 'h5h8')
('b4a4', 'c7c6', 'a5b6', 'c6b5')
('b4a4', 'c7c6', 'a5b6', 'c6c5')
('b4a4', 'c7c6', 'a5b6', 'd6d5')
('b4a4', 'c7c6', 'a5b6', 'h4g3')
('b4a4', 'c7c6', 'a5b6', 'h4g4')
('b4a4', 'c7c6', 'a5b6', 'h4g5')
('b4a4', 'c7c6', 'a5b6', 'h5b5')
('b4a4', 'c7c6', 'a5b6', 'h5c5')
('b4a4', 'c7c6', 'a5b6', 'h5d5')
('b4a4', 'c7c6', 'a5b6', 'h5e5')
('b4a4', 'c7c6', 'a5b6', 'h5f5')
('b4a4', 'c7c6', 'a5b6', 'h5g5')
('b4a4', 'c7c6', 'a5b6', 'h5h6')
('b4a4', 'c7c6', 'a5b6', 'h5h7')
('b4a4', 'c7c6', 'a5b6', 'h5h8')
('b4a4', 'c7c6', 'e2e3', 'c6b5')
('b4a4', 'c7c6', 'e2e3', 'c6c5')
('b4a4', 'c7c6', 'e2e3', 'd6d5')
('b4a4', 'c7c6', 'e2e3', 'h4g3')
('b4a4', 'c7c6', 'e2e3', 'h4g4')
('b4a4', 'c7c6', 'e2e3', 'h4g5')
('b4a4', 'c7c6', 'e2e3', 'h5b5')
('b4a4', 'c7c6', 'e2e3', 'h5c5')
('b4a4', 'c7c6', 'e2e3', 'h5d5')
('b4a4', 'c7c6', 'e2e3', 'h5e5')
('b4a4', 'c7c6', 'e2e3', 'h5f5')
('b4a4', 'c7c6', 'e2e3', 'h5g5')
('b4a4', 'c7c6', 'e2e3', 'h5h6')
('b4a4', 'c7c6', 'e2e3', 'h5h7')
('b4a4', 'c7c6', 'e2e3', 'h5h8')
('b4a4', 'c7c6', 'e2e4', 'c6b5')
('b4a4', 'c7c6', 'e2e4', 'c6c5')
('b4a4', 'c7c6', 'e2e4', 'd6d5')
('b4a4', 'c7c6', 'e2e4', 'f4f3')
('b4a4', 'c7c6', 'e2e4', 'h4g3')
('b4a4', 'c7c6', 'e2e4', 'h4g4')
('b4a4', 'c7c6', 'e2e4', 'h4g5')
('b4a4', 'c7c6', 'e2e4', 'h5b5')
('b4a4', 'c7c6', 'e2e4', 'h5c5')
('b4a4', 'c7c6', 'e2e4', 'h5d5')
('b4a4', 'c7c6', 'e2e4', 'h5e5')
('b4a4', 'c7c6', 'e2e4', 'h5f5')
('b4a4', 'c7c6', 'e2e4', 'h5g5')
('b4a4', 'c7c6', 'e2e4', 'h5h6')
('b4a4', 'c7c6', 'e2e4', 'h5h7')
('b4a4', 'c7c6', 'e2e4', 'h5h8')
('b4a4', 'c7c6', 'g2g3', 'h4g3')
('b4a4', 'c7c6', 'g2g3', 'h4g4')
('b4a4', 'c7c6', 'g2g3', 'h4g5')
('b4a4', 'c7c6', 'g2g3', 'h4h3')
('b4a4', 'c7c6', 'g2g4', 'c6b5')
('b4a4', 'c7c6', 'g2g4', 'c6c5')
('b4a4', 'c7c6', 'g2g4', 'd6d5')
('b4a4', 'c7c6', 'g2g4', 'f4f3')
('b4a4', 'c7c6', 'g2g4', 'h4g3')
('b4a4', 'c7c6', 'g2g4', 'h4g4')
('b4a4', 'c7c6', 'g2g4', 'h4g5')
('b4a4', 'c7c6', 'g2g4', 'h4h3')
('b4a4', 'c7c6', 'g2g4', 'h5b5')
('b4a4', 'c7c6', 'g2g4', 'h5c5')
('b4a4', 'c7c6', 'g2g4', 'h5d5')
('b4a4', 'c7c6', 'g2g4', 'h5e5')
('b4a4', 'c7c6', 'g2g4', 'h5f5')
('b4a4', 'c7c6', 'g2g4', 'h5g5')
('b4a4', 'c7c6', 'g2g4', 'h5h6')
('b4a4', 'c7c6', 'g2g4', 'h5h7')
('b4a4', 'c7c6', 'g2g4', 'h5h8')
('b4a4', 'd6d5', 'a4a1', 'c7c5')
('b4a4', 'd6d5', 'a4a1', 'c7c6')
('b4a4', 'd6d5', 'a4a1', 'd5d4')
('b4a4', 'd6d5', 'a4a1', 'f4f3')
('b4a4', 'd6d5', 'a4a1', 'h4g3')
('b4a4', 'd6d5', 'a4a1', 'h4g4')
('b4a4', 'd6d5', 'a4a1', 'h4g5')
('b4a4', 'd6d5', 'a4a1', 'h5e5')
('b4a4', 'd6d5', 'a4a1', 'h5f5')
('b4a4', 'd6d5', 'a4a1', 'h5g5')
('b4a4', 'd6d5', 'a4a1', 'h5h6')
('b4a4', 'd6d5', 'a4a1', 'h5h7')
('b4a4', 'd6d5', 'a4a1', 'h5h8')
('b4a4', 'd6d5', 'a4a2', 'c7c5')
('b4a4', 'd6d5', 'a4a2', 'c7c6')
('b4a4', 'd6d5', 'a4a2', 'd5d4')
('b4a4', 'd6d5', 'a4a2', 'f4f3')
('b4a4', 'd6d5', 'a4a2', 'h4g3')
('b4a4', 'd6d5', 'a4a2', 'h4g4')
('b4a4', 'd6d5', 'a4a2', 'h4g5')
('b4a4', 'd6d5', 'a4a2', 'h5e5')
('b4a4', 'd6d5', 'a4a2', 'h5f5')
('b4a4', 'd6d5', 'a4a2', 'h5g5')
('b4a4', 'd6d5', 'a4a2', 'h5h6')
('b4a4', 'd6d5', 'a4a2', 'h5h7')
('b4a4', 'd6d5', 'a4a2', 'h5h8')
('b4a4', 'd6d5', 'a4a3', 'c7c5')
('b4a4', 'd6d5', 'a4a3', 'c7c6')
('b4a4', 'd6d5', 'a4a3', 'd5d4')
('b4a4', 'd6d5', 'a4a3', 'f4f3')
('b4a4', 'd6d5', 'a4a3', 'h4g4')
('b4a4', 'd6d5', 'a4a3', 'h4g5')
('b4a4', 'd6d5', 'a4a3', 'h5e5')
('b4a4', 'd6d5', 'a4a3', 'h5f5')
('b4a4', 'd6d5', 'a4a3', 'h5g5')
('b4a4', 'd6d5', 'a4a3', 'h5h6')
('b4a4', 'd6d5', 'a4a3', 'h5h7')
('b4a4', 'd6d5', 'a4a3', 'h5h8')
('b4a4', 'd6d5', 'a4b4', 'c7c5')
('b4a4', 'd6d5', 'a4b4', 'c7c6')
('b4a4', 'd6d5', 'a4b4', 'd5d4')
('b4a4', 'd6d5', 'a4b4', 'h4g3')
('b4a4', 'd6d5', 'a4b4', 'h4g4')
('b4a4', 'd6d5', 'a4b4', 'h4g5')
('b4a4', 'd6d5', 'a4b4', 'h5e5')
('b4a4', 'd6d5', 'a4b4', 'h5f5')
('b4a4', 'd6d5', 'a4b4', 'h5g5')
('b4a4', 'd6d5', 'a4b4', 'h5h6')
('b4a4', 'd6d5', 'a4b4', 'h5h7')
('b4a4', 'd6d5', 'a4b4', 'h5h8')
('b4a4', 'd6d5', 'a4c4', 'c7c5')
('b4a4', 'd6d5', 'a4c4', 'c7c6')
('b4a4', 'd6d5', 'a4c4', 'd5c4')
('b4a4', 'd6d5', 'a4c4', 'd5d4')
('b4a4', 'd6d5', 'a4c4', 'h4g3')
('b4a4', 'd6d5', 'a4c4', 'h4g4')
('b4a4', 'd6d5', 'a4c4', 'h4g5')
('b4a4', 'd6d5', 'a4c4', 'h5e5')
('b4a4', 'd6d5', 'a4c4', 'h5f5')
('b4a4', 'd6d5', 'a4c4', 'h5g5')
('b4a4', 'd6d5', 'a4c4', 'h5h6')
('b4a4', 'd6d5', 'a4c4', 'h5h7')
('b4a4', 'd6d5', 'a4c4', 'h5h8')
('b4a4', 'd6d5', 'a4d4', 'c7c5')
('b4a4', 'd6d5', 'a4d4', 'c7c6')
('b4a4', 'd6d5', 'a4d4', 'h4g3')
('b4a4', 'd6d5', 'a4d4', 'h4g4')
('b4a4', 'd6d5', 'a4d4', 'h4g5')
('b4a4', 'd6d5', 'a4d4', 'h5e5')
('b4a4', 'd6d5', 'a4d4', 'h5f5')
('b4a4', 'd6d5', 'a4d4', 'h5g5')
('b4a4', 'd6d5', 'a4d4', 'h5h6')
('b4a4', 'd6d5', 'a4d4', 'h5h7')
('b4a4', 'd6d5', 'a4d4', 'h5h8')
('b4a4', 'd6d5', 'a4e4', 'c7c5')
('b4a4', 'd6d5', 'a4e4', 'c7c6')
('b4a4', 'd6d5', 'a4e4', 'd5d4')
('b4a4', 'd6d5', 'a4e4', 'd5e4')
('b4a4', 'd6d5', 'a4e4', 'h4g3')
('b4a4', 'd6d5', 'a4e4', 'h4g4')
('b4a4', 'd6d5', 'a4e4', 'h4g5')
('b4a4', 'd6d5', 'a4e4', 'h5e5')
('b4a4', 'd6d5', 'a4e4', 'h5f5')
('b4a4', 'd6d5', 'a4e4', 'h5g5')
('b4a4', 'd6d5', 'a4e4', 'h5h6')
('b4a4', 'd6d5', 'a4e4', 'h5h7')
('b4a4', 'd6d5', 'a4e4', 'h5h8')
('b4a4', 'd6d5', 'a4f4', 'h4g3')
('b4a4', 'd6d5', 'a4f4', 'h4g5')
('b4a4', 'd6d5', 'a5a6', 'c7c5')
('b4a4', 'd6d5', 'a5a6', 'c7c6')
('b4a4', 'd6d5', 'a5a6', 'd5d4')
('b4a4', 'd6d5', 'a5a6', 'h4g3')
('b4a4', 'd6d5', 'a5a6', 'h4g4')
('b4a4', 'd6d5', 'a5a6', 'h4g5')
('b4a4', 'd6d5', 'a5a6', 'h5e5')
('b4a4', 'd6d5', 'a5a6', 'h5f5')
('b4a4', 'd6d5', 'a5a6', 'h5g5')
('b4a4', 'd6d5', 'a5a6', 'h5h6')
('b4a4', 'd6d5', 'a5a6', 'h5h7')
('b4a4', 'd6d5', 'a5a6', 'h5h8')
('b4a4', 'd6d5', 'a5b4', 'c7c5')
('b4a4', 'd6d5', 'a5b4', 'c7c6')
('b4a4', 'd6d5', 'a5b4', 'd5d4')
('b4a4', 'd6d5', 'a5b4', 'f4f3')
('b4a4', 'd6d5', 'a5b4', 'h4g3')
('b4a4', 'd6d5', 'a5b4', 'h4g4')
('b4a4', 'd6d5', 'a5b4', 'h4g5')
('b4a4', 'd6d5', 'a5b4', 'h5e5')
('b4a4', 'd6d5', 'a5b4', 'h5f5')
('b4a4', 'd6d5', 'a5b4', 'h5g5')
('b4a4', 'd6d5', 'a5b4', 'h5h6')
('b4a4', 'd6d5', 'a5b4', 'h5h7')
('b4a4', 'd6d5', 'a5b4', 'h5h8')
('b4a4', 'd6d5', 'b5b6', 'c7b6')
('b4a4', 'd6d5', 'b5b6', 'c7c5')
('b4a4', 'd6d5', 'b5b6', 'c7c6')
('b4a4', 'd6d5', 'b5b6', 'd5d4')
('b4a4', 'd6d5', 'b5b6', 'h4g3')
('b4a4', 'd6d5', 'b5b6', 'h4g4')
('b4a4', 'd6d5', 'b5b6', 'h4g5')
('b4a4', 'd6d5', 'b5b6', 'h5e5')
('b4a4', 'd6d5', 'b5b6', 'h5f5')
('b4a4', 'd6d5', 'b5b6', 'h5g5')
('b4a4', 'd6d5', 'b5b6', 'h5h6')
('b4a4', 'd6d5', 'b5b6', 'h5h7')
('b4a4', 'd6d5', 'b5b6', 'h5h8')
('b4a4', 'd6d5', 'e2e3', 'c7c5')
('b4a4', 'd6d5', 'e2e3', 'c7c6')
('b4a4', 'd6d5', 'e2e3', 'd5d4')
('b4a4', 'd6d5', 'e2e3', 'h4g3')
('b4a4', 'd6d5', 'e2e3', 'h4g4')
('b4a4', 'd6d5', 'e2e3', 'h4g5')
('b4a4', 'd6d5', 'e2e3', 'h5e5')
('b4a4', 'd6d5', 'e2e3', 'h5f5')
('b4a4', 'd6d5', 'e2e3', 'h5g5')
('b4a4', 'd6d5', 'e2e3', 'h5h6')
('b4a4', 'd6d5', 'e2e3', 'h5h7')
('b4a4', 'd6d5', 'e2e3', 'h5h8')
('b4a4', 'd6d5', 'e2e4', 'c7c5')
('b4a4', 'd6d5', 'e2e4', 'c7c6')
('b4a4', 'd6d5', 'e2e4', 'd5d4')
('b4a4', 'd6d5', 'e2e4', 'd5e4')
('b4a4', 'd6d5', 'e2e4', 'f4f3')
('b4a4', 'd6d5', 'e2e4', 'h4g3')
('b4a4', 'd6d5', 'e2e4', 'h4g4')
('b4a4', 'd6d5', 'e2e4', 'h4g5')
('b4a4', 'd6d5', 'e2e4', 'h5e5')
('b4a4', 'd6d5', 'e2e4', 'h5f5')
('b4a4', 'd6d5', 'e2e4', 'h5g5')
('b4a4', 'd6d5', 'e2e4', 'h5h6')
('b4a4', 'd6d5', 'e2e4', 'h5h7')
('b4a4', 'd6d5', 'e2e4', 'h5h8')
('b4a4', 'd6d5', 'g2g3', 'h4g3')
('b4a4', 'd6d5', 'g2g3', 'h4g4')
('b4a4', 'd6d5', 'g2g3', 'h4g5')
('b4a4', 'd6d5', 'g2g3', 'h4h3')
('b4a4', 'd6d5', 'g2g4', 'c7c5')
('b4a4', 'd6d5', 'g2g4', 'c7c6')
('b4a4', 'd6d5', 'g2g4', 'd5d4')
('b4a4', 'd6d5', 'g2g4', 'f4f3')
('b4a4', 'd6d5', 'g2g4', 'h4g3')
('b4a4', 'd6d5', 'g2g4', 'h4g4')
('b4a4', 'd6d5', 'g2g4', 'h4g5')
('b4a4', 'd6d5', 'g2g4', 'h4h3')
('b4a4', 'd6d5', 'g2g4', 'h5e5')
('b4a4', 'd6d5', 'g2g4', 'h5f5')
('b4a4', 'd6d5', 'g2g4', 'h5g5')
('b4a4', 'd6d5', 'g2g4', 'h5h6')
('b4a4', 'd6d5', 'g2g4', 'h5h7')
('b4a4', 'd6d5', 'g2g4', 'h5h8')
('b4a4', 'h4g3', 'a4a1', 'c7c5')
('b4a4', 'h4g3', 'a4a1', 'c7c6')
('b4a4', 'h4g3', 'a4a1', 'd6d5')
('b4a4', 'h4g3', 'a4a1', 'f4f3')
('b4a4', 'h4g3', 'a4a1', 'g3f2')
('b4a4', 'h4g3', 'a4a1', 'g3g2')
('b4a4', 'h4g3', 'a4a1', 'g3g4')
('b4a4', 'h4g3', 'a4a1', 'g3h2')
('b4a4', 'h4g3', 'a4a1', 'g3h4')
('b4a4', 'h4g3', 'a4a1', 'h5b5')
('b4a4', 'h4g3', 'a4a1', 'h5c5')
('b4a4', 'h4g3', 'a4a1', 'h5d5')
('b4a4', 'h4g3', 'a4a1', 'h5e5')
('b4a4', 'h4g3', 'a4a1', 'h5f5')
('b4a4', 'h4g3', 'a4a1', 'h5g5')
('b4a4', 'h4g3', 'a4a1', 'h5h1')
('b4a4', 'h4g3', 'a4a1', 'h5h2')
('b4a4', 'h4g3', 'a4a1', 'h5h3')
('b4a4', 'h4g3', 'a4a1', 'h5h4')
('b4a4', 'h4g3', 'a4a1', 'h5h6')
('b4a4', 'h4g3', 'a4a1', 'h5h7')
('b4a4', 'h4g3', 'a4a1', 'h5h8')
('b4a4', 'h4g3', 'a4a2', 'c7c5')
('b4a4', 'h4g3', 'a4a2', 'c7c6')
('b4a4', 'h4g3', 'a4a2', 'd6d5')
('b4a4', 'h4g3', 'a4a2', 'f4f3')
('b4a4', 'h4g3', 'a4a2', 'g3f2')
('b4a4', 'h4g3', 'a4a2', 'g3g2')
('b4a4', 'h4g3', 'a4a2', 'g3g4')
('b4a4', 'h4g3', 'a4a2', 'g3h2')
('b4a4', 'h4g3', 'a4a2', 'g3h4')
('b4a4', 'h4g3', 'a4a2', 'h5b5')
('b4a4', 'h4g3', 'a4a2', 'h5c5')
('b4a4', 'h4g3', 'a4a2', 'h5d5')
('b4a4', 'h4g3', 'a4a2', 'h5e5')
('b4a4', 'h4g3', 'a4a2', 'h5f5')
('b4a4', 'h4g3', 'a4a2', 'h5g5')
('b4a4', 'h4g3', 'a4a2', 'h5h1')
('b4a4', 'h4g3', 'a4a2', 'h5h2')
('b4a4', 'h4g3', 'a4a2', 'h5h3')
('b4a4', 'h4g3', 'a4a2', 'h5h4')
('b4a4', 'h4g3', 'a4a2', 'h5h6')
('b4a4', 'h4g3', 'a4a2', 'h5h7')
('b4a4', 'h4g3', 'a4a2', 'h5h8')
('b4a4', 'h4g3', 'a4a3', 'f4f3')
('b4a4', 'h4g3', 'a4a3', 'g3f2')
('b4a4', 'h4g3', 'a4a3', 'g3g2')
('b4a4', 'h4g3', 'a4a3', 'g3g4')
('b4a4', 'h4g3', 'a4a3', 'g3h2')
('b4a4', 'h4g3', 'a4a3', 'g3h4')
('b4a4', 'h4g3', 'a4b4', 'c7c5')
('b4a4', 'h4g3', 'a4b4', 'c7c6')
('b4a4', 'h4g3', 'a4b4', 'd6d5')
('b4a4', 'h4g3', 'a4b4', 'f4f3')
('b4a4', 'h4g3', 'a4b4', 'g3f2')
('b4a4', 'h4g3', 'a4b4', 'g3g2')
('b4a4', 'h4g3', 'a4b4', 'g3g4')
('b4a4', 'h4g3', 'a4b4', 'g3h2')
('b4a4', 'h4g3', 'a4b4', 'g3h4')
('b4a4', 'h4g3', 'a4b4', 'h5b5')
('b4a4', 'h4g3', 'a4b4', 'h5c5')
('b4a4', 'h4g3', 'a4b4', 'h5d5')
('b4a4', 'h4g3', 'a4b4', 'h5e5')
('b4a4', 'h4g3', 'a4b4', 'h5f5')
('b4a4', 'h4g3', 'a4b4', 'h5g5')
('b4a4', 'h4g3', 'a4b4', 'h5h1')
('b4a4', 'h4g3', 'a4b4', 'h5h2')
